order_id,order_date,quantity,discount,revenue,price,category,income_band,age,gender
99,2023-05-13,3,0.0,6279.0,2093.0,Beauty,High,31,Female
100,2023-07-23,2,0.2,1484.8000000000002,928.0,Fashion,Mid,37,Female
101,2023-03-16,2,0.0,7760.0,3880.0,Fashion,Low,49,Male
102,2023-06-14,2,0.0,5200.0,2600.0,Fashion,High,46,Male
103,2023-02-20,2,0.1,4235.400000000001,2353.0,Beauty,High,31,Female
104,2023-12-08,2,0.2,4483.2,2802.0,Fashion,Mid,56,Female
105,2023-07-24,2,0.0,5636.0,2818.0,Electronics,Low,27,Female
106,2023-09-20,3,0.0,7800.0,2600.0,Fashion,Low,28,Male
107,2023-04-06,2,0.1,2701.8,1501.0,Fashion,High,44,Female
108,2023-02-13,1,0.1,3327.3,3697.0,Beauty,Mid,18,Female
109,2023-05-06,3,0.2,11738.400000000001,4891.0,Beauty,High,38,Male
110,2023-05-11,2,0.0,4294.0,2147.0,Electronics,Low,47,Female
111,2023-01-19,4,0.0,6436.0,1609.0,Beauty,Low,31,Male
112,2023-05-19,3,0.1,4344.3,1609.0,Beauty,Mid,21,Female
113,2023-08-12,2,0.2,6208.0,3880.0,Fashion,High,25,Female
114,2023-05-31,1,0.1,1412.1000000000001,1569.0,Beauty,Mid,21,Female
115,2023-01-23,1,0.1,2117.7000000000003,2353.0,Beauty,High,44,Female
116,2023-05-10,2,0.2,6684.8,4178.0,Fashion,Mid,36,Female
117,2023-03-29,3,0.1,3402.0,1260.0,Beauty,Low,44,Male
118,2023-08-11,1,0.0,2458.0,2458.0,Electronics,High,48,Male
119,2023-08-05,3,0.1,4052.7000000000003,1501.0,Fashion,High,46,Male
120,2023-07-31,3,0.1,10476.0,3880.0,Fashion,Low,53,Female
121,2023-03-28,1,0.1,3709.8,4122.0,Electronics,High,24,Female
122,2023-09-14,1,0.2,3275.2000000000003,4094.0,Fashion,High,44,Male
123,2023-06-14,3,0.0,7809.0,2603.0,Electronics,Low,35,Female
124,2023-03-15,3,0.0,12096.0,4032.0,Beauty,High,59,Male
125,2023-10-31,4,0.2,1788.8000000000002,559.0,Fashion,Low,41,Female
126,2023-10-14,4,0.2,7996.8,2499.0,Fashion,High,25,Male
127,2023-11-30,2,0.0,3138.0,1569.0,Beauty,High,47,Female
128,2023-10-27,2,0.0,6782.0,3391.0,Beauty,Mid,52,Male
129,2023-07-19,4,0.2,9017.6,2818.0,Electronics,Mid,25,Female
130,2023-12-05,3,0.0,2253.0,751.0,Beauty,Mid,41,Male
131,2023-11-27,4,0.1,14515.2,4032.0,Beauty,High,55,Female
132,2023-07-22,1,0.0,4122.0,4122.0,Electronics,Low,51,Female
133,2023-11-20,4,0.0,11632.0,2908.0,Beauty,High,22,Female
134,2023-10-28,1,0.0,699.0,699.0,Electronics,Low,48,Female
135,2023-06-30,2,0.1,5720.400000000001,3178.0,Beauty,High,27,Female
136,2023-10-24,3,0.0,4503.0,1501.0,Fashion,High,45,Male
137,2023-04-11,3,0.1,6747.3,2499.0,Fashion,High,26,Male
138,2023-01-05,1,0.2,559.2,699.0,Electronics,High,28,Female
139,2023-02-07,2,0.2,2024.0,1265.0,Beauty,High,47,Male
140,2023-10-17,2,0.2,5480.0,3425.0,Electronics,Mid,44,Male
141,2023-01-21,1,0.1,1461.6000000000001,1624.0,Beauty,High,50,Female
142,2023-09-06,2,0.0,5816.0,2908.0,Beauty,High,27,Female
143,2023-12-09,3,0.0,4872.0,1624.0,Beauty,Low,49,Male
144,2023-07-18,4,0.1,5403.6,1501.0,Fashion,Low,48,Male
145,2023-07-07,4,0.1,4536.0,1260.0,Beauty,Mid,60,Male
146,2023-11-23,2,0.2,3998.4,2499.0,Fashion,Mid,32,Male
147,2023-03-20,3,0.0,8454.0,2818.0,Electronics,Low,23,Female
148,2023-06-26,1,0.2,2542.4,3178.0,Beauty,Low,50,Male
149,2023-11-25,4,0.0,2236.0,559.0,Fashion,Mid,44,Male
150,2023-08-21,3,0.1,10886.4,4032.0,Beauty,Mid,56,Male
151,2023-05-25,2,0.0,8188.0,4094.0,Fashion,High,26,Male
152,2023-07-22,2,0.0,5220.0,2610.0,Fashion,Low,59,Female
153,2023-02-01,1,0.2,447.20000000000005,559.0,Fashion,Low,20,Female
154,2023-03-08,4,0.2,15625.6,4883.0,Beauty,Mid,29,Female
155,2023-04-21,2,0.1,3157.2000000000003,1754.0,Beauty,High,34,Male
156,2023-01-01,3,0.1,9396.0,3480.0,Fashion,Mid,57,Female
157,2023-04-14,4,0.0,13700.0,3425.0,Electronics,Low,18,Female
158,2023-03-05,2,0.1,4424.400000000001,2458.0,Electronics,Low,60,Male
159,2023-06-21,3,0.0,2253.0,751.0,Beauty,Low,26,Female
160,2023-10-11,2,0.0,5054.0,2527.0,Electronics,High,24,Female
161,2023-01-02,2,0.0,6960.0,3480.0,Fashion,High,24,Female
162,2023-08-26,3,0.0,7371.0,2457.0,Electronics,High,51,Female
163,2023-10-05,4,0.2,5148.8,1609.0,Beauty,Low,32,Male
164,2023-06-30,2,0.1,1539.0,855.0,Electronics,Low,23,Male
165,2023-07-28,1,0.0,4178.0,4178.0,Fashion,High,37,Female
166,2023-09-04,2,0.2,2806.4,1754.0,Beauty,High,21,Female
167,2023-01-15,2,0.0,4706.0,2353.0,Beauty,Mid,59,Female
168,2023-08-02,1,0.0,1624.0,1624.0,Beauty,High,26,Male
169,2023-01-02,1,0.0,2802.0,2802.0,Fashion,High,60,Female
170,2023-08-26,4,0.2,9017.6,2818.0,Electronics,Low,57,Female
171,2023-05-25,3,0.2,11234.400000000001,4681.0,Electronics,Low,49,Male
172,2023-06-29,4,0.2,5196.8,1624.0,Beauty,Low,23,Female
173,2023-08-29,1,0.0,3697.0,3697.0,Beauty,Mid,50,Male
174,2023-08-18,2,0.2,7489.6,4681.0,Electronics,Low,24,Female
175,2023-08-13,3,0.0,10020.0,3340.0,Beauty,Mid,52,Male
176,2023-05-05,4,0.0,16712.0,4178.0,Fashion,Mid,46,Female
177,2023-09-03,1,0.0,1501.0,1501.0,Fashion,Mid,47,Male
178,2023-02-14,2,0.0,6960.0,3480.0,Fashion,High,28,Female
179,2023-02-27,1,0.1,629.1,699.0,Electronics,Mid,30,Female
180,2023-09-17,3,0.0,5544.0,1848.0,Electronics,Mid,43,Male
181,2023-03-07,2,0.0,9488.0,4744.0,Fashion,Mid,31,Female
182,2023-07-09,3,0.2,8352.0,3480.0,Fashion,Low,35,Female
183,2023-08-16,2,0.0,3248.0,1624.0,Beauty,High,39,Female
184,2023-05-14,4,0.1,13309.2,3697.0,Beauty,Mid,38,Male
185,2023-09-20,4,0.0,6496.0,1624.0,Beauty,Mid,31,Male
186,2023-11-01,4,0.0,3124.0,781.0,Beauty,High,26,Male
187,2023-08-18,3,0.0,12189.0,4063.0,Fashion,High,55,Female
188,2023-09-08,2,0.1,4685.400000000001,2603.0,Electronics,Low,26,Female
189,2023-05-15,1,0.2,3275.2000000000003,4094.0,Fashion,Mid,38,Female
190,2023-07-29,1,0.2,1966.4,2458.0,Electronics,High,27,Male
191,2023-08-31,3,0.0,12282.0,4094.0,Fashion,Mid,51,Female
192,2023-10-01,4,0.0,2188.0,547.0,Electronics,Low,50,Male
193,2023-05-05,3,0.0,2565.0,855.0,Electronics,High,35,Female
194,2023-07-13,3,0.0,8454.0,2818.0,Electronics,High,24,Male
195,2023-06-10,1,0.0,4945.0,4945.0,Electronics,High,45,Male
196,2023-03-19,2,0.0,3138.0,1569.0,Beauty,Mid,29,Female
197,2023-10-05,1,0.2,2957.6000000000004,3697.0,Beauty,High,30,Female
198,2023-08-31,1,0.0,2603.0,2603.0,Electronics,High,31,Female
199,2023-01-16,3,0.1,9396.0,3480.0,Fashion,Low,25,Male
200,2023-09-27,4,0.0,16252.0,4063.0,Fashion,Low,30,Female
201,2023-06-22,3,0.1,9018.0,3340.0,Beauty,Mid,25,Male
202,2023-04-21,1,0.2,1965.6000000000001,2457.0,Electronics,Mid,29,Female
203,2023-10-08,1,0.0,4938.0,4938.0,Fashion,Low,23,Female
204,2023-08-20,3,0.0,14232.0,4744.0,Fashion,Low,55,Male
205,2023-07-20,4,0.0,6276.0,1569.0,Beauty,Low,38,Female
206,2023-06-05,4,0.1,15040.800000000001,4178.0,Fashion,Mid,25,Female
207,2023-12-05,2,0.0,9890.0,4945.0,Electronics,Low,39,Female
208,2023-11-14,1,0.1,3628.8,4032.0,Beauty,High,37,Female
209,2023-09-14,1,0.0,4178.0,4178.0,Fashion,Low,54,Male
210,2023-10-21,4,0.2,6870.400000000001,2147.0,Electronics,Low,57,Female
211,2023-03-15,1,0.0,4945.0,4945.0,Electronics,High,48,Female
212,2023-10-17,4,0.0,2236.0,559.0,Fashion,Low,25,Male
213,2023-03-18,2,0.0,1710.0,855.0,Electronics,High,19,Male
214,2023-11-25,4,0.1,14738.4,4094.0,Fashion,Low,57,Female
215,2023-07-30,2,0.0,4998.0,2499.0,Fashion,Low,30,Male
216,2023-11-24,3,0.0,10020.0,3340.0,Beauty,Low,45,Male
217,2023-09-04,1,0.0,3480.0,3480.0,Fashion,Mid,28,Female
218,2023-03-26,2,0.2,3569.6000000000004,2231.0,Fashion,High,26,Female
219,2023-03-20,3,0.0,9120.0,3040.0,Beauty,Mid,23,Female
220,2023-10-31,3,0.1,9155.7,3391.0,Beauty,High,46,Male
221,2023-10-15,2,0.1,1351.8,751.0,Beauty,High,36,Female
222,2023-03-05,3,0.1,9396.0,3480.0,Fashion,Mid,59,Male
223,2023-09-12,1,0.1,3684.6,4094.0,Fashion,High,35,Female
224,2023-10-17,3,0.0,12282.0,4094.0,Fashion,Mid,30,Female
225,2023-01-17,4,0.2,2636.8,824.0,Beauty,Low,38,Male
226,2023-10-06,3,0.0,1677.0,559.0,Fashion,Mid,33,Female
227,2023-08-10,2,0.0,4916.0,2458.0,Electronics,Low,24,Female
228,2023-03-28,4,0.2,12416.0,3880.0,Fashion,High,47,Male
229,2023-09-18,1,0.0,1848.0,1848.0,Electronics,High,47,Male
230,2023-02-05,4,0.1,5792.400000000001,1609.0,Beauty,Low,49,Male
231,2023-08-28,4,0.0,16376.0,4094.0,Fashion,Low,38,Female
232,2023-09-24,2,0.2,894.4000000000001,559.0,Fashion,Mid,47,Female
233,2023-12-19,4,0.0,4076.0,1019.0,Electronics,Low,41,Male
234,2023-08-03,2,0.1,4498.2,2499.0,Fashion,Low,49,Male
235,2023-09-01,1,0.1,2860.2000000000003,3178.0,Beauty,High,31,Female
236,2023-12-28,2,0.1,1483.2,824.0,Beauty,Low,43,Male
237,2023-08-26,3,0.0,4827.0,1609.0,Beauty,High,30,Male
238,2023-07-07,2,0.0,6782.0,3391.0,Beauty,Low,30,Female
239,2023-09-02,4,0.0,6352.0,1588.0,Fashion,High,27,Female
240,2023-09-28,1,0.1,4401.900000000001,4891.0,Beauty,Low,57,Female
241,2023-08-03,1,0.1,3006.0,3340.0,Beauty,Mid,38,Male
242,2023-10-27,2,0.2,2401.6,1501.0,Fashion,Low,48,Male
243,2023-08-22,3,0.2,6240.0,2600.0,Fashion,Low,30,Female
244,2023-12-01,2,0.0,9910.0,4955.0,Electronics,Mid,48,Female
245,2023-11-28,3,0.1,2027.7,751.0,Beauty,High,29,Female
246,2023-02-10,3,0.2,3897.6000000000004,1624.0,Beauty,Mid,41,Male
247,2023-05-05,1,0.2,2241.6,2802.0,Fashion,Mid,29,Female
248,2023-07-11,3,0.2,2227.2000000000003,928.0,Fashion,High,37,Female
249,2023-01-28,3,0.0,4872.0,1624.0,Beauty,Low,56,Male
250,2023-10-09,2,0.0,1094.0,547.0,Electronics,Mid,56,Male
251,2023-05-18,1,0.0,2802.0,2802.0,Fashion,Low,53,Male
252,2023-06-12,1,0.1,503.1,559.0,Fashion,Mid,44,Male
253,2023-08-10,2,0.0,4998.0,2499.0,Fashion,Low,44,Male
254,2023-05-01,2,0.2,6451.200000000001,4032.0,Beauty,Low,24,Male
255,2023-08-01,1,0.2,1882.4,2353.0,Beauty,Low,56,Male
256,2023-01-05,1,0.2,1232.0,1540.0,Beauty,Mid,43,Female
257,2023-09-06,2,0.2,3067.2000000000003,1917.0,Beauty,Mid,28,Female
258,2023-08-17,1,0.2,3906.4,4883.0,Beauty,Low,30,Male
259,2023-11-28,3,0.0,7497.0,2499.0,Fashion,Low,51,Male
260,2023-05-25,1,0.0,1540.0,1540.0,Beauty,High,43,Male
261,2023-04-09,4,0.0,6160.0,1540.0,Beauty,High,26,Male
262,2023-10-03,1,0.0,2231.0,2231.0,Fashion,High,47,Female
263,2023-04-14,2,0.0,9876.0,4938.0,Fashion,High,49,Female
264,2023-04-03,2,0.0,8356.0,4178.0,Fashion,High,41,Male
265,2023-02-11,1,0.0,4945.0,4945.0,Electronics,Mid,57,Female
266,2023-04-08,2,0.0,7760.0,3880.0,Fashion,Low,57,Female
267,2023-04-30,3,0.2,1977.6000000000001,824.0,Beauty,Low,41,Male
268,2023-02-02,1,0.0,4883.0,4883.0,Beauty,Low,21,Female
269,2023-07-24,4,0.2,13545.6,4233.0,Beauty,High,21,Male
270,2023-11-25,2,0.0,2730.0,1365.0,Electronics,Mid,38,Male
271,2023-07-04,1,0.1,1448.1000000000001,1609.0,Beauty,Low,25,Male
272,2023-10-02,1,0.2,1092.0,1365.0,Electronics,Mid,18,Male
273,2023-09-13,4,0.2,13190.400000000001,4122.0,Electronics,Mid,25,Female
274,2023-03-02,3,0.0,8406.0,2802.0,Fashion,Mid,44,Female
275,2023-11-20,4,0.0,3296.0,824.0,Beauty,High,47,Male
276,2023-10-26,4,0.0,11272.0,2818.0,Electronics,Mid,58,Male
277,2023-11-11,1,0.0,3340.0,3340.0,Beauty,High,51,Female
278,2023-09-24,4,0.2,10960.0,3425.0,Electronics,Low,57,Female
279,2023-03-21,1,0.0,1540.0,1540.0,Beauty,Mid,52,Male
280,2023-11-12,3,0.2,5899.200000000001,2458.0,Electronics,Mid,55,Male
281,2023-01-13,4,0.1,5403.6,1501.0,Fashion,High,18,Male
282,2023-09-20,2,0.1,2277.0,1265.0,Beauty,Low,54,Female
283,2023-06-24,1,0.2,659.2,824.0,Beauty,Mid,47,Male
284,2023-01-24,4,0.2,4048.0,1265.0,Beauty,High,21,Male
285,2023-11-13,2,0.0,4294.0,2147.0,Electronics,Low,30,Male
286,2023-03-05,3,0.0,12189.0,4063.0,Fashion,High,30,Male
287,2023-11-22,3,0.2,3276.0,1365.0,Electronics,Mid,46,Male
288,2023-03-16,4,0.0,2796.0,699.0,Electronics,High,23,Male
289,2023-08-30,3,0.1,11053.800000000001,4094.0,Fashion,High,34,Male
290,2023-02-13,1,0.1,3132.0,3480.0,Fashion,Low,49,Male
291,2023-09-17,4,0.2,8201.6,2563.0,Fashion,Low,23,Male
292,2023-07-17,4,0.0,11272.0,2818.0,Electronics,Mid,56,Male
293,2023-08-18,4,0.0,19532.0,4883.0,Beauty,High,58,Female
294,2023-07-26,4,0.0,3296.0,824.0,Beauty,Low,58,Female
295,2023-07-26,4,0.0,11208.0,2802.0,Fashion,Mid,37,Male
296,2023-12-29,4,0.1,12207.6,3391.0,Beauty,Low,56,Female
297,2023-08-05,1,0.0,2527.0,2527.0,Electronics,Low,40,Female
298,2023-10-04,1,0.0,703.0,703.0,Fashion,High,43,Male
299,2023-06-23,4,0.0,5040.0,1260.0,Beauty,Mid,25,Male
300,2023-07-27,1,0.2,3342.4,4178.0,Fashion,Low,21,Female
301,2023-11-29,1,0.0,2818.0,2818.0,Electronics,Low,51,Male
302,2023-03-05,2,0.1,2923.2000000000003,1624.0,Beauty,Low,58,Female
303,2023-09-13,1,0.2,3964.0,4955.0,Electronics,Low,25,Male
304,2023-09-25,3,0.1,3415.5,1265.0,Beauty,Low,51,Female
305,2023-04-06,3,0.0,2109.0,703.0,Fashion,Low,37,Male
306,2023-07-10,3,0.0,12096.0,4032.0,Beauty,High,30,Male
307,2023-03-18,1,0.2,1403.2,1754.0,Beauty,High,56,Female
308,2023-05-15,4,0.2,13001.6,4063.0,Fashion,High,56,Female
309,2023-08-16,3,0.0,11091.0,3697.0,Beauty,Low,25,Male
310,2023-12-01,4,0.0,9828.0,2457.0,Electronics,Mid,51,Female
311,2023-01-17,3,0.1,3415.5,1265.0,Beauty,Low,29,Female
312,2023-09-05,2,0.0,5054.0,2527.0,Electronics,Low,58,Female
313,2023-07-19,2,0.1,2923.2000000000003,1624.0,Beauty,High,27,Female
314,2023-05-15,3,0.1,11129.4,4122.0,Electronics,Mid,43,Male
315,2023-11-29,4,0.2,5612.8,1754.0,Beauty,Low,42,Female
316,2023-10-02,1,0.0,3178.0,3178.0,Beauty,Low,59,Female
317,2023-06-01,2,0.2,3067.2000000000003,1917.0,Beauty,High,26,Female
318,2023-11-20,4,0.1,2966.4,824.0,Beauty,Mid,49,Male
319,2023-06-20,4,0.2,5612.8,1754.0,Beauty,Mid,36,Female
320,2023-07-01,3,0.2,9751.2,4063.0,Fashion,Low,28,Female
321,2023-05-02,4,0.2,1788.8000000000002,559.0,Fashion,Mid,37,Female
322,2023-07-29,2,0.0,8064.0,4032.0,Beauty,Low,32,Male
323,2023-12-03,3,0.0,3180.0,1060.0,Electronics,Mid,22,Female
324,2023-01-23,4,0.2,5081.6,1588.0,Fashion,High,26,Female
325,2023-05-22,1,0.1,4401.900000000001,4891.0,Beauty,Low,35,Male
326,2023-04-05,1,0.0,703.0,703.0,Fashion,Mid,47,Male
327,2023-10-29,2,0.0,3834.0,1917.0,Beauty,Low,20,Male
328,2023-06-15,3,0.0,6441.0,2147.0,Electronics,Mid,46,Male
329,2023-11-05,2,0.2,1124.8,703.0,Fashion,High,26,Male
330,2023-05-11,2,0.2,7590.400000000001,4744.0,Fashion,Mid,43,Male
331,2023-03-25,3,0.2,1802.4,751.0,Beauty,Low,27,Female
332,2023-04-17,3,0.1,10886.4,4032.0,Beauty,High,19,Female
333,2023-01-26,1,0.0,699.0,699.0,Electronics,Low,30,Male
334,2023-05-22,4,0.1,4554.0,1265.0,Beauty,High,56,Female
335,2023-07-07,3,0.0,10173.0,3391.0,Beauty,Low,35,Female
336,2023-12-30,4,0.0,16128.0,4032.0,Beauty,Mid,38,Male
337,2023-06-11,3,0.0,2253.0,751.0,Beauty,Mid,27,Male
338,2023-03-16,2,0.2,6451.200000000001,4032.0,Beauty,High,31,Female
339,2023-10-14,2,0.0,1398.0,699.0,Electronics,Low,53,Female
340,2023-08-11,3,0.0,10020.0,3340.0,Beauty,Low,19,Male
341,2023-12-27,2,0.1,2923.2000000000003,1624.0,Beauty,Mid,42,Male
342,2023-04-05,4,0.0,7668.0,1917.0,Beauty,High,47,Female
343,2023-01-10,2,0.0,9766.0,4883.0,Beauty,Mid,29,Female
344,2023-01-22,3,0.0,7497.0,2499.0,Fashion,Low,52,Female
345,2023-05-04,3,0.2,3765.6000000000004,1569.0,Beauty,Mid,51,Male
346,2023-11-23,1,0.0,1501.0,1501.0,Fashion,Mid,31,Female
347,2023-06-30,3,0.0,14232.0,4744.0,Fashion,High,48,Female
348,2023-10-11,1,0.0,2563.0,2563.0,Fashion,High,25,Female
349,2023-06-17,3,0.2,1677.6000000000001,699.0,Electronics,High,52,Male
350,2023-06-06,4,0.0,4076.0,1019.0,Electronics,Mid,31,Male
351,2023-11-22,3,0.0,2565.0,855.0,Electronics,Low,30,Male
352,2023-12-21,4,0.1,10944.0,3040.0,Beauty,High,23,Female
353,2023-10-04,3,0.2,5023.200000000001,2093.0,Beauty,Low,23,Female
354,2023-04-20,4,0.1,4554.0,1265.0,Beauty,Low,23,Male
355,2023-02-03,1,0.1,2536.2000000000003,2818.0,Electronics,High,50,Female
356,2023-06-23,4,0.0,16376.0,4094.0,Fashion,Mid,55,Male
357,2023-09-30,1,0.1,1138.5,1265.0,Beauty,Mid,52,Female
358,2023-07-06,3,0.0,7059.0,2353.0,Beauty,Low,32,Male
359,2023-07-27,2,0.0,6356.0,3178.0,Beauty,Low,30,Male
360,2023-07-31,3,0.0,7809.0,2603.0,Electronics,High,50,Male
361,2023-07-31,4,0.0,16932.0,4233.0,Beauty,High,43,Female
362,2023-01-28,3,0.0,3780.0,1260.0,Beauty,High,48,Male
363,2023-07-20,2,0.1,3450.6,1917.0,Beauty,High,34,Female
